Age,Gender,Occupation_Status,Country_Region,Monthly_Income_Range,Shop_Most_Where,Online_Shopping_Frequency,Preferred_Platform,Primary_Device,Top_Spending_Category,Review_Influence_Score,Social_Ads_Influence_Score,Price_Comparison_Frequency,Discount_Importance_Score,Follows_Brands_On_Social,Likely_To_Buy_After_Ad_Score,Makes_Shopping_List,Impulse_Purchase_Frequency,Return_Frequency,Avg_Monthly_Spend_NonEssentials,Preferred_Payment_Method,Uses_BNPL_Installments,Online_Shopping_Satisfaction_Score,Trust_In_Online_Reviews_Score,Regret_After_Purchase_Frequency,Reason_Prefer_Online,Reason_Prefer_InStore,Best_Shopping_Mode,Cluster
20.0,Male,,Colombia,"Under $1,000",Online only,Rarely,Physical stores,Smartphone,Clothing,5.0,4.0,5.0,4.0,Yes,4.0,Never,3.0,Never,Under $50,Credit Card,"No, never",6.0,10.0,2.0,More variety,No delivery wait,Online,1
45.0,Male,,Brazil,"Under $1,000",Equal mix,Always,Local e-commerce,Smartphone,Beauty & personal care,2.0,1.0,4.0,3.0,No,1.0,Always,2.0,Sometimes,Under $50,Debit Card,"Yes, regularly",,,,,,,0
31.0,Male,Employed part-time,Indonesia,"$1,000-3,000",Equal mix,Occasionally,Physical stores,Laptop,Clothing,2.0,4.0,4.0,5.0,Yes,5.0,Sometimes,3.0,Often,$150-300,Credit Card,"No, never",6.0,5.0,3.0,More variety,Trust,Equal / both,0
19.0,Female,Student,,"Under $1,000",Equal mix,Often,Local e-commerce,Laptop,Electronics,3.0,4.0,4.0,2.0,No,3.0,,4.0,Never,$300-500,Credit Card,"No, never",7.0,6.0,3.0,Convenience,Try product before buying,Equal / both,1
32.0,Female,Self-employed,Nigeria,"$6,000+",Equal mix,Occasionally,Brand websites,Smartphone,Groceries,2.0,4.0,5.0,4.0,No,2.0,Always,3.0,Sometimes,$150-300,,"Yes, regularly",9.0,4.0,2.0,More variety,No delivery wait,Equal / both,0
30.0,Prefer not to say,Employed part-time,Brazil,"Under $1,000",Equal mix,Occasionally,Local e-commerce,Laptop,Clothing,3.0,4.0,3.0,3.0,No,3.0,Sometimes,2.0,Sometimes,Under $50,Cash,"Yes, occasionally",8.0,4.0,3.0,Convenience,Trust,Offline,1
,Female,Employed part-time,Egypt,"Under $1,000",Equal mix,Occasionally,Physical stores,Laptop,Books,4.0,4.0,5.0,3.0,No,4.0,Sometimes,5.0,Sometimes,Under $50,Debit Card,"No, never",7.0,4.0,2.0,Convenience,No delivery wait,Equal / both,1
49.0,Female,Self-employed,Poland,"$3,000-6,000",,Rarely,Global marketplace (Amazon etc.),Smartphone,Clothing,2.0,2.0,5.0,5.0,Yes,2.0,Often,2.0,Never,Under $50,Credit Card,"No, never",5.0,4.0,2.0,Convenience,Try product before buying,Online,0
,Male,Self-employed,United States,"$6,000+",Equal mix,,Physical stores,Smartphone,Groceries,2.0,5.0,4.0,3.0,No,1.0,Always,2.0,Never,$50-150,Digital wallet,"Yes, occasionally",8.0,3.0,2.0,More variety,No delivery wait,Equal / both,0
36.0,Male,Employed full-time,Egypt,"$3,000-6,000",Equal mix,Always,Global marketplace (Amazon etc.),Laptop,Groceries,2.0,,4.0,3.0,No,3.0,Sometimes,4.0,Sometimes,$150-300,Digital wallet,"No, never",,8.0,,Convenience,Trust,Equal / both,0
48.0,Female,Employed full-time,India,"$1,000-3,000",Equal mix,Occasionally,Brand websites,Tablet,Clothing,3.0,4.0,3.0,5.0,No,1.0,Sometimes,2.0,Sometimes,$300-500,Digital wallet,"No, never",9.0,4.0,3.0,More variety,Not applicable,Online,0
23.0,Female,Employed full-time,India,"$6,000+",In-store only,Always,Brand websites,Laptop,Groceries,3.0,3.0,5.0,4.0,No,4.0,Sometimes,3.0,Often,$150-300,Digital wallet,"Yes, regularly",9.0,6.0,3.0,More variety,No delivery wait,Equal / both,0
20.0,Prefer not to say,Student,Egypt,"$1,000-3,000",,Occasionally,Global marketplace (Amazon etc.),Smartphone,Clothing,5.0,2.0,4.0,3.0,No,3.0,Often,2.0,Never,Under $50,,"No, never",5.0,6.0,2.0,Better prices,,Online,1
24.0,Male,Employed part-time,Egypt,"Under $1,000",In-store only,Occasionally,Local e-commerce,Smartphone,Clothing,2.0,1.0,5.0,5.0,No,3.0,Never,1.0,Never,Under $50,Debit Card,"Yes, occasionally",2.0,5.0,3.0,More variety,,Offline,0
27.0,Male,Employed part-time,India,"$3,000-6,000",In-store only,Always,Physical stores,Smartphone,miscellaneous,3.0,1.0,4.0,5.0,No,1.0,Sometimes,3.0,Sometimes,$50-150,Digital wallet,"No, never",8.0,3.0,3.0,More variety,Trust,Offline,0
18.0,Male,Unemployed,India,"Under $1,000",Equal mix,Often,Local e-commerce,Laptop,miscellaneous,4.0,,5.0,3.0,No,2.0,Often,1.0,Often,$50-150,Cash,"Yes, regularly",7.0,5.0,1.0,Not applicable,Trust,Online,1
,Male,Student,Indonesia,"Under $1,000",Equal mix,Occasionally,Local e-commerce,Laptop,Clothing,3.0,1.0,4.0,5.0,No,3.0,Never,3.0,Sometimes,$50-150,Cash,"Yes, regularly",8.0,10.0,3.0,More variety,Try product before buying,Equal / both,1
26.0,Prefer not to say,Employed part-time,Brazil,"Under $1,000",In-store only,Always,Local e-commerce,Laptop,Electronics,3.0,5.0,4.0,4.0,No,3.0,Often,3.0,Sometimes,$300-500,Debit Card,,8.0,5.0,3.0,Better prices,Trust,Offline,0
21.0,Female,Student,Poland,"Under $1,000",Online only,Often,Global marketplace (Amazon etc.),Smartphone,Beauty & personal care,1.0,3.0,5.0,4.0,No,3.0,Sometimes,3.0,Never,$50-150,Credit Card,"No, never",9.0,6.0,2.0,More variety,Not applicable,Online,1
21.0,Male,Student,Turkiye,"Under $1,000",Online only,Often,Local e-commerce,Smartphone,Clothing,4.0,2.0,3.0,5.0,No,3.0,Often,,Often,Under $50,Debit Card,"No, never",9.0,2.0,2.0,Convenience,Not applicable,Online,1
22.0,Male,Student,South Africa,"Under $1,000",Equal mix,Occasionally,Global marketplace (Amazon etc.),Smartphone,Beauty & personal care,2.0,3.0,5.0,5.0,No,,Always,3.0,Never,$50-150,Digital wallet,"No, never",7.0,6.0,3.0,Better prices,No delivery wait,Equal / both,1
34.0,Male,Employed full-time,India,"$3,000-6,000",Online only,Occasionally,Local e-commerce,Tablet,Clothing,3.0,3.0,3.0,4.0,No,4.0,Sometimes,1.0,Sometimes,$150-300,Cash,"Yes, regularly",3.0,4.0,4.0,More variety,Try product before buying,Online,0
44.0,Male,Employed full-time,Turkiye,"$1,000-3,000",Equal mix,Often,Local e-commerce,Smartphone,Clothing,2.0,2.0,4.0,5.0,Yes,1.0,,3.0,Often,$50-150,Cash,"Yes, occasionally",7.0,5.0,1.0,Better prices,No delivery wait,Equal / both,0
30.0,Male,Employed full-time,Indonesia,"$1,000-3,000",Online only,Always,Brand websites,Laptop,miscellaneous,4.0,3.0,5.0,4.0,No,4.0,Often,2.0,Sometimes,Under $50,Debit Card,"Yes, regularly",5.0,9.0,2.0,Convenience,Try product before buying,Online,0
21.0,Male,Employed part-time,United States,"$1,000-3,000",Equal mix,Occasionally,Physical stores,Laptop,Beauty & personal care,3.0,3.0,,5.0,No,5.0,Sometimes,1.0,Sometimes,$50-150,Digital wallet,"No, never",5.0,5.0,2.0,Convenience,No delivery wait,Equal / both,0
24.0,Male,Employed full-time,,"Under $1,000",Online only,Occasionally,Physical stores,Smartphone,Clothing,5.0,3.0,4.0,4.0,No,3.0,Sometimes,3.0,Never,Under $50,,"No, never",7.0,7.0,1.0,Better prices,Try product before buying,,1
22.0,Male,Student,Kenya,"$1,000-3,000",Online only,Occasionally,,Smartphone,Clothing,3.0,3.0,5.0,5.0,No,4.0,Never,4.0,Never,$50-150,Digital wallet,"Yes, occasionally",8.0,4.0,3.0,Convenience,Trust,Equal / both,1
38.0,Male,Employed full-time,United Kingdom,"$1,000-3,000",Equal mix,Often,Brand websites,Tablet,Clothing,2.0,3.0,5.0,5.0,No,2.0,Sometimes,3.0,Often,,Digital wallet,"Yes, occasionally",8.0,5.0,3.0,More variety,Not applicable,Online,0
20.0,Male,Student,Mexico,"Under $1,000",In-store only,Occasionally,Brand websites,Laptop,Groceries,3.0,5.0,4.0,4.0,No,4.0,Sometimes,3.0,Sometimes,$150-300,Cash,"Yes, occasionally",7.0,6.0,2.0,More variety,Trust,Offline,1
25.0,Male,Self-employed,United Kingdom,"$1,000-3,000",Online only,Occasionally,Brand websites,Laptop,Electronics,2.0,2.0,3.0,3.0,No,3.0,Always,1.0,Never,$50-150,Digital wallet,"Yes, regularly",,10.0,4.0,Better prices,Try product before buying,Online,0
16.0,Male,Student,,"Under $1,000",Online only,Occasionally,Global marketplace (Amazon etc.),Smartphone,Groceries,4.0,2.0,3.0,4.0,No,4.0,Often,1.0,Never,Under $50,Debit Card,"Yes, regularly",7.0,5.0,3.0,More variety,Trust,Online,1
21.0,Female,Student,Pakistan,"Under $1,000",Online only,Often,Physical stores,Tablet,Clothing,4.0,4.0,5.0,3.0,Yes,4.0,Always,3.0,Sometimes,Under $50,Credit Card,"No, never",10.0,,2.0,Better prices,Not applicable,Online,1
33.0,Female,Employed full-time,India,,Equal mix,Often,Physical stores,Smartphone,Clothing,2.0,3.0,5.0,5.0,No,3.0,Always,3.0,Sometimes,$150-300,Digital wallet,"No, never",7.0,7.0,3.0,Better prices,Try product before buying,Offline,0
18.0,Male,Student,United States,"Under $1,000",Online only,Often,Global marketplace (Amazon etc.),Smartphone,Clothing,5.0,4.0,5.0,5.0,Yes,5.0,Often,1.0,Never,$150-300,Credit Card,"No, never",9.0,8.0,2.0,More variety,Try product before buying,Online,1
30.0,Male,Employed full-time,Nigeria,"$3,000-6,000",Equal mix,Rarely,Local e-commerce,Laptop,Groceries,2.0,4.0,5.0,5.0,Yes,5.0,Sometimes,2.0,Never,$150-300,Digital wallet,"Yes, regularly",7.0,6.0,,More variety,No delivery wait,Online,0
22.0,Male,Student,Colombia,"$1,000-3,000",Equal mix,Often,Local e-commerce,,miscellaneous,,2.0,,5.0,No,2.0,Often,5.0,Never,Under $50,Digital wallet,"No, never",9.0,5.0,3.0,Convenience,Try product before buying,Online,1
21.0,Male,Student,India,"Under $1,000",Online only,Occasionally,Local e-commerce,Laptop,Beauty & personal care,3.0,4.0,3.0,5.0,No,3.0,Sometimes,3.0,Sometimes,Under $50,Cash,"No, never",,8.0,2.0,Convenience,Try product before buying,Online,1
37.0,Female,Employed full-time,Brazil,"Under $1,000",Online only,Always,Local e-commerce,Smartphone,Books,2.0,3.0,3.0,3.0,No,1.0,Never,1.0,Often,,Debit Card,"No, never",6.0,9.0,2.0,More variety,No delivery wait,Online,0
31.0,Male,Employed full-time,United States,"Under $1,000",Online only,Occasionally,Brand websites,Smartphone,Groceries,1.0,3.0,4.0,2.0,No,3.0,Sometimes,3.0,Often,Under $50,Digital wallet,"No, never",6.0,7.0,1.0,More variety,Try product before buying,Online,0
23.0,Female,Employed full-time,India,"$1,000-3,000",In-store only,Occasionally,Global marketplace (Amazon etc.),Smartphone,Groceries,3.0,4.0,5.0,4.0,No,3.0,Often,5.0,Sometimes,Under $50,Credit Card,"Yes, occasionally",,,,,,,1
24.0,Female,Employed part-time,India,"$1,000-3,000",Online only,Often,Physical stores,Smartphone,Clothing,3.0,5.0,4.0,5.0,No,4.0,Always,4.0,Never,$50-150,Cash,"No, never",5.0,6.0,2.0,More variety,Trust,,1
,Female,Student,South Africa,"Under $1,000",Equal mix,Often,Local e-commerce,Smartphone,miscellaneous,4.0,4.0,,4.0,No,4.0,Often,3.0,Sometimes,$50-150,Credit Card,"No, never",8.0,4.0,1.0,Convenience,Try product before buying,Offline,1
22.0,Male,Student,Nigeria,"Under $1,000",Online only,Always,Physical stores,Smartphone,Groceries,2.0,5.0,5.0,4.0,Yes,5.0,Often,4.0,Sometimes,$300-500,Cash,"No, never",7.0,8.0,3.0,More variety,Trust,Online,1
21.0,Male,Unemployed,United States,"Under $1,000",Equal mix,Occasionally,Global marketplace (Amazon etc.),Laptop,Clothing,4.0,2.0,3.0,2.0,No,2.0,Often,2.0,Sometimes,Under $50,Digital wallet,"No, never",,,,,,,1
16.0,Female,Student,India,"Under $1,000",Online only,Rarely,Local e-commerce,Smartphone,Clothing,4.0,,5.0,5.0,No,4.0,Sometimes,2.0,Never,Under $50,Digital wallet,"No, never",7.0,5.0,1.0,More variety,No delivery wait,Online,1
23.0,Female,Self-employed,Brazil,"$1,000-3,000",Equal mix,Often,Brand websites,Smartphone,miscellaneous,4.0,1.0,5.0,2.0,No,4.0,Never,3.0,Never,$50-150,Cash,"Yes, occasionally",7.0,,3.0,Better prices,Try product before buying,Online,1
32.0,Male,Employed full-time,Pakistan,"$1,000-3,000",In-store only,Often,Brand websites,Laptop,Books,4.0,3.0,2.0,4.0,No,4.0,Often,2.0,Sometimes,$300-500,Digital wallet,"Yes, occasionally",8.0,7.0,2.0,,Try product before buying,Equal / both,0
16.0,Female,Student,Vietnam,"Under $1,000",In-store only,Occasionally,Physical stores,Laptop,Electronics,2.0,2.0,5.0,5.0,No,2.0,Often,2.0,Sometimes,Under $50,Digital wallet,"No, never",8.0,8.0,4.0,,No delivery wait,Offline,1
18.0,Female,Student,United States,,In-store only,Occasionally,Physical stores,Tablet,,1.0,2.0,5.0,3.0,No,4.0,Often,2.0,Never,Under $50,Debit Card,"No, never",8.0,8.0,1.0,More variety,Try product before buying,Equal / both,1
23.0,Male,,South Africa,,Online only,Often,Local e-commerce,,Clothing,2.0,3.0,5.0,4.0,No,3.0,Often,,Sometimes,$150-300,Digital wallet,"Yes, occasionally",6.0,4.0,1.0,More variety,Try product before buying,Online,1
24.0,Female,,United States,"Under $1,000",Equal mix,Occasionally,Brand websites,Laptop,miscellaneous,2.0,2.0,5.0,4.0,Yes,3.0,Often,2.0,Sometimes,$50-150,Credit Card,"Yes, occasionally",10.0,5.0,3.0,Better prices,Trust,,1
21.0,Female,Student,United States,"Under $1,000",Equal mix,Often,Local e-commerce,Laptop,Clothing,3.0,4.0,5.0,4.0,No,3.0,Never,3.0,Sometimes,Under $50,Credit Card,"Yes, regularly",7.0,5.0,3.0,,Trust,Equal / both,1
27.0,Prefer not to say,Employed full-time,India,"Under $1,000",Equal mix,Often,Global marketplace (Amazon etc.),Smartphone,Electronics,5.0,3.0,4.0,3.0,No,3.0,Sometimes,2.0,Never,Under $50,Cash,"No, never",7.0,9.0,2.0,Convenience,Trust,Online,1
35.0,Male,Self-employed,Brazil,"$1,000-3,000",Online only,Always,Local e-commerce,Laptop,Clothing,2.0,2.0,2.0,3.0,No,3.0,Sometimes,3.0,Sometimes,$500+,Cash,"No, never",8.0,5.0,3.0,More variety,No delivery wait,Online,0
31.0,Prefer not to say,Employed full-time,Kenya,"$3,000-6,000",In-store only,Rarely,Global marketplace (Amazon etc.),Laptop,Beauty & personal care,3.0,3.0,5.0,4.0,Yes,4.0,Never,2.0,Sometimes,Under $50,Debit Card,"No, never",8.0,7.0,,Convenience,Trust,Offline,0
24.0,Prefer not to say,Self-employed,United States,"$1,000-3,000",Online only,Occasionally,Brand websites,Laptop,Clothing,3.0,5.0,3.0,3.0,No,2.0,Sometimes,3.0,Sometimes,Under $50,Digital wallet,"No, never",7.0,4.0,3.0,Convenience,No delivery wait,Online,1
21.0,Male,Student,Nigeria,"$1,000-3,000",Online only,Often,Physical stores,Smartphone,,3.0,2.0,3.0,4.0,No,2.0,Sometimes,2.0,,$300-500,Credit Card,"No, never",9.0,6.0,1.0,Convenience,No delivery wait,Equal / both,0
21.0,Female,Employed full-time,United States,"$6,000+",,Occasionally,Local e-commerce,Laptop,Groceries,5.0,3.0,4.0,4.0,No,1.0,Sometimes,3.0,Sometimes,$150-300,Digital wallet,"No, never",7.0,5.0,1.0,More variety,Try product before buying,Online,0
39.0,Male,Unemployed,Mexico,"Under $1,000",Online only,Occasionally,Brand websites,Smartphone,Books,2.0,2.0,5.0,4.0,Yes,2.0,Never,3.0,Never,Under $50,Digital wallet,"No, never",6.0,2.0,1.0,Convenience,No delivery wait,Online,1
32.0,Female,Self-employed,Germany,"$3,000-6,000",In-store only,Often,Global marketplace (Amazon etc.),Smartphone,Groceries,3.0,3.0,4.0,4.0,,2.0,Always,3.0,Often,$150-300,Digital wallet,"No, never",7.0,4.0,2.0,More variety,Not applicable,Offline,0
23.0,Prefer not to say,Self-employed,Egypt,"Under $1,000",Equal mix,Occasionally,Physical stores,Laptop,Clothing,2.0,2.0,3.0,3.0,No,2.0,Sometimes,4.0,Sometimes,$50-150,Digital wallet,"No, never",7.0,5.0,3.0,More variety,Not applicable,Online,1
28.0,Female,Employed part-time,,"$1,000-3,000",Equal mix,Often,Global marketplace (Amazon etc.),Smartphone,Clothing,3.0,3.0,5.0,2.0,No,3.0,Often,1.0,Often,$150-300,Debit Card,"No, never",8.0,4.0,1.0,Convenience,Not applicable,Offline,0
36.0,Female,Employed full-time,Nigeria,"Under $1,000",Equal mix,Often,Brand websites,Smartphone,Electronics,3.0,4.0,3.0,5.0,No,4.0,Never,3.0,Often,$150-300,Digital wallet,"No, never",6.0,10.0,2.0,More variety,Trust,Equal / both,0
22.0,Female,,Vietnam,"Under $1,000",Online only,Occasionally,Global marketplace (Amazon etc.),Smartphone,Groceries,4.0,4.0,4.0,4.0,Yes,5.0,Sometimes,3.0,Often,$150-300,Debit Card,"No, never",,6.0,2.0,More variety,No delivery wait,Online,1
,Male,Employed full-time,United States,"$1,000-3,000",Online only,Occasionally,Local e-commerce,Smartphone,Clothing,4.0,4.0,5.0,3.0,No,5.0,Sometimes,5.0,Never,$150-300,Digital wallet,"Yes, occasionally",9.0,6.0,,Not applicable,Trust,Online,1
26.0,Male,Employed part-time,Brazil,"Under $1,000",Equal mix,Occasionally,Local e-commerce,Smartphone,Clothing,2.0,3.0,5.0,2.0,No,3.0,Never,3.0,Sometimes,$150-300,Credit Card,"No, never",10.0,5.0,2.0,More variety,Not applicable,Offline,0
20.0,Female,Student,Kenya,"$1,000-3,000",Equal mix,Often,Global marketplace (Amazon etc.),Smartphone,Electronics,2.0,4.0,5.0,3.0,No,5.0,Sometimes,3.0,Often,$50-150,Digital wallet,"Yes, occasionally",8.0,6.0,3.0,More variety,Trust,Offline,1
21.0,Male,Student,United States,"Under $1,000",In-store only,Always,Global marketplace (Amazon etc.),Smartphone,Books,2.0,1.0,5.0,4.0,No,3.0,Sometimes,1.0,Never,Under $50,Debit Card,"No, never",8.0,6.0,2.0,Better prices,No delivery wait,Equal / both,1
18.0,Female,Employed part-time,Indonesia,"$1,000-3,000",Online only,,Global marketplace (Amazon etc.),Laptop,Beauty & personal care,4.0,2.0,5.0,4.0,No,3.0,Never,1.0,Never,Under $50,Digital wallet,"Yes, occasionally",8.0,3.0,1.0,More variety,Trust,,1
34.0,Male,Employed full-time,Indonesia,"$3,000-6,000",,Rarely,Brand websites,Smartphone,Electronics,3.0,3.0,4.0,5.0,No,2.0,Always,,Never,$150-300,Digital wallet,"No, never",7.0,9.0,4.0,Better prices,No delivery wait,Online,0
28.0,Male,Unemployed,Mexico,"Under $1,000",In-store only,Rarely,Brand websites,Smartphone,miscellaneous,1.0,1.0,5.0,5.0,No,1.0,Sometimes,,Never,Under $50,Digital wallet,"No, never",,5.0,1.0,More variety,,Offline,1
20.0,Male,Student,Pakistan,"$1,000-3,000",Online only,Rarely,Local e-commerce,Laptop,Books,1.0,2.0,3.0,4.0,No,2.0,Never,1.0,Sometimes,$50-150,Cash,"Yes, occasionally",6.0,5.0,3.0,More variety,No delivery wait,Equal / both,0
30.0,Male,Employed full-time,United Kingdom,,Equal mix,Occasionally,Brand websites,Laptop,miscellaneous,3.0,4.0,4.0,4.0,No,5.0,Never,1.0,Sometimes,,Digital wallet,"No, never",7.0,9.0,1.0,Better prices,,Online,0
21.0,Male,Self-employed,Brazil,"$6,000+",In-store only,Often,Global marketplace (Amazon etc.),Smartphone,Beauty & personal care,2.0,3.0,4.0,4.0,No,3.0,Often,3.0,Never,$300-500,Credit Card,"No, never",7.0,,3.0,More variety,No delivery wait,Offline,0
25.0,Male,Employed full-time,Slovakia,"$3,000-6,000",In-store only,Often,Physical stores,Smartphone,Electronics,4.0,4.0,5.0,5.0,No,4.0,Sometimes,2.0,Often,$150-300,Credit Card,"Yes, occasionally",9.0,5.0,3.0,Convenience,No delivery wait,Offline,0
21.0,Male,Employed full-time,Turkiye,"$3,000-6,000",In-store only,Occasionally,Global marketplace (Amazon etc.),Smartphone,Groceries,4.0,3.0,2.0,5.0,No,3.0,Often,4.0,,$300-500,Digital wallet,"No, never",6.0,4.0,3.0,More variety,Try product before buying,Offline,0
23.0,Male,Student,Philippines,"Under $1,000",Equal mix,Occasionally,Global marketplace (Amazon etc.),Tablet,Books,2.0,3.0,4.0,4.0,No,4.0,Never,1.0,Sometimes,Under $50,Debit Card,"No, never",5.0,7.0,1.0,More variety,Try product before buying,Equal / both,1
39.0,Male,Employed full-time,Brazil,,Online only,Often,Global marketplace (Amazon etc.),Laptop,Electronics,2.0,3.0,5.0,,No,3.0,Always,2.0,Never,$50-150,Digital wallet,"No, never",8.0,10.0,1.0,Not applicable,Trust,Online,0
18.0,Male,Student,Germany,"$1,000-3,000",Online only,Often,Brand websites,Smartphone,,4.0,2.0,5.0,3.0,No,2.0,Always,2.0,Never,Under $50,Credit Card,"Yes, occasionally",5.0,6.0,,More variety,Trust,Online,1
33.0,Male,Employed full-time,United States,"Under $1,000",Equal mix,Occasionally,Local e-commerce,Laptop,,2.0,3.0,5.0,4.0,No,2.0,Sometimes,2.0,Sometimes,Under $50,Digital wallet,"Yes, regularly",7.0,8.0,2.0,Convenience,Trust,Offline,0
21.0,,,Brazil,"Under $1,000",Online only,Occasionally,Brand websites,Tablet,Clothing,4.0,5.0,3.0,4.0,No,2.0,Sometimes,3.0,Sometimes,$50-150,Digital wallet,,5.0,7.0,2.0,More variety,Trust,Online,1
27.0,Female,Employed part-time,Philippines,"$1,000-3,000",Equal mix,Rarely,Physical stores,Laptop,Electronics,3.0,2.0,3.0,5.0,No,2.0,Never,4.0,Sometimes,$150-300,Digital wallet,"Yes, regularly",8.0,2.0,2.0,Convenience,Try product before buying,Online,0
22.0,Male,Student,Mexico,"Under $1,000",Equal mix,Occasionally,Global marketplace (Amazon etc.),Laptop,Clothing,5.0,5.0,4.0,3.0,No,5.0,,2.0,Never,$50-150,Cash,"No, never",9.0,10.0,2.0,More variety,No delivery wait,Equal / both,1
22.0,Male,Student,Philippines,"Under $1,000",Online only,Occasionally,Physical stores,Laptop,Beauty & personal care,4.0,3.0,,,No,3.0,Never,1.0,Sometimes,$50-150,Debit Card,"No, never",6.0,9.0,2.0,,Try product before buying,Online,1
18.0,Female,Student,Nigeria,"Under $1,000",In-store only,Often,Local e-commerce,Smartphone,Books,3.0,3.0,5.0,3.0,No,1.0,Often,2.0,Sometimes,Under $50,Credit Card,"Yes, occasionally",10.0,7.0,1.0,Convenience,Try product before buying,Equal / both,1
22.0,Male,Student,United Kingdom,"$3,000-6,000",Online only,Occasionally,Local e-commerce,Smartphone,Groceries,5.0,5.0,4.0,5.0,No,4.0,Always,5.0,Never,$50-150,Digital wallet,"No, never",5.0,6.0,3.0,More variety,Trust,Equal / both,1
21.0,Male,Student,United States,"$1,000-3,000",Online only,Often,Global marketplace (Amazon etc.),Laptop,Clothing,1.0,4.0,5.0,4.0,No,2.0,Never,3.0,Never,$50-150,Credit Card,"Yes, occasionally",7.0,9.0,3.0,Better prices,Try product before buying,Equal / both,1
28.0,Male,Self-employed,United States,"Under $1,000",Equal mix,Rarely,Local e-commerce,Laptop,miscellaneous,1.0,,2.0,3.0,,3.0,Often,4.0,Sometimes,Under $50,Cash,"No, never",6.0,6.0,3.0,Better prices,Try product before buying,Equal / both,1
21.0,Male,Student,Turkiye,"Under $1,000",Online only,Occasionally,Physical stores,Tablet,Clothing,4.0,3.0,3.0,4.0,No,4.0,Sometimes,3.0,Never,Under $50,Credit Card,"No, never",7.0,6.0,2.0,More variety,Try product before buying,Online,1
44.0,Female,Employed full-time,Brazil,"$1,000-3,000",Equal mix,Often,Local e-commerce,Smartphone,Clothing,2.0,2.0,3.0,3.0,Yes,2.0,Never,1.0,Sometimes,$50-150,Debit Card,"Yes, regularly",,,,,,,0
29.0,,Employed full-time,Colombia,"$6,000+",Equal mix,Often,Global marketplace (Amazon etc.),Laptop,Clothing,3.0,3.0,4.0,5.0,No,,Sometimes,1.0,Often,$50-150,Debit Card,"No, never",7.0,10.0,2.0,More variety,Try product before buying,Online,0
21.0,Male,Employed full-time,India,"$1,000-3,000",Equal mix,Occasionally,Global marketplace (Amazon etc.),Smartphone,Clothing,4.0,3.0,4.0,3.0,No,1.0,Always,2.0,Often,$50-150,Cash,"No, never",7.0,1.0,2.0,Convenience,Try product before buying,Equal / both,0
23.0,Male,Student,Poland,"Under $1,000",In-store only,Often,Brand websites,Smartphone,,4.0,,2.0,4.0,No,3.0,,1.0,Often,Under $50,Digital wallet,"Yes, occasionally",6.0,,2.0,Better prices,Not applicable,Offline,1
21.0,Male,Student,Philippines,"Under $1,000",In-store only,Occasionally,Local e-commerce,Laptop,Beauty & personal care,3.0,2.0,5.0,3.0,No,4.0,Never,1.0,Never,$50-150,Debit Card,"No, never",8.0,6.0,2.0,More variety,Trust,,1
29.0,Male,Employed full-time,Nigeria,"$3,000-6,000",Equal mix,Always,Global marketplace (Amazon etc.),Smartphone,miscellaneous,1.0,1.0,3.0,4.0,No,2.0,Often,1.0,Never,$300-500,Digital wallet,"Yes, regularly",,,,,,,0
37.0,Prefer not to say,Employed full-time,Colombia,"$3,000-6,000",In-store only,Occasionally,Local e-commerce,Laptop,Books,3.0,5.0,5.0,4.0,No,4.0,Often,2.0,Sometimes,$150-300,Debit Card,"No, never",10.0,7.0,1.0,Convenience,Try product before buying,Offline,0
25.0,Male,Student,Colombia,"$1,000-3,000",Online only,Often,Global marketplace (Amazon etc.),Laptop,,3.0,,3.0,5.0,No,,Often,3.0,Often,$150-300,Credit Card,"No, never",4.0,9.0,2.0,More variety,Not applicable,Online,0
21.0,Female,Student,Pakistan,"Under $1,000",Online only,Occasionally,Physical stores,Laptop,Clothing,2.0,3.0,3.0,3.0,No,4.0,Sometimes,1.0,Never,Under $50,Debit Card,"Yes, regularly",7.0,10.0,2.0,Convenience,Trust,Online,1
19.0,Female,Student,Nigeria,"$3,000-6,000",In-store only,Rarely,Global marketplace (Amazon etc.),Smartphone,Electronics,5.0,4.0,4.0,3.0,No,4.0,Sometimes,4.0,Often,$150-300,Debit Card,"No, never",8.0,7.0,3.0,More variety,Try product before buying,Offline,1
,Prefer not to say,Employed full-time,United States,"$1,000-3,000",Equal mix,Rarely,Brand websites,Smartphone,Electronics,3.0,3.0,1.0,3.0,No,3.0,Often,2.0,Never,$150-300,Cash,"No, never",8.0,9.0,1.0,Convenience,No delivery wait,Equal / both,0
38.0,Female,Employed full-time,Germany,"$6,000+",Online only,Rarely,Brand websites,Smartphone,Clothing,2.0,1.0,4.0,4.0,No,2.0,Never,3.0,Never,$50-150,Digital wallet,"No, never",5.0,9.0,3.0,Convenience,Try product before buying,Online,0
18.0,Female,Student,Brazil,"$1,000-3,000",Online only,Often,Global marketplace (Amazon etc.),Smartphone,,4.0,5.0,4.0,1.0,Yes,3.0,Always,5.0,Often,,Digital wallet,"No, never",9.0,9.0,,Convenience,No delivery wait,Online,1
18.0,Female,Employed part-time,,"Under $1,000",Equal mix,Often,Physical stores,Smartphone,Books,,5.0,4.0,3.0,No,5.0,Often,4.0,Often,$300-500,Debit Card,"No, never",7.0,7.0,2.0,Better prices,Trust,Online,1
